Year,CBSA,CO1-hr2ndMax,CO8-hr2ndMax,NO298th%ile,NO2AnnualMean,O3 1-hr2nd Max,O3 8-hr4th Max,SO299th %ile,SO2 24-hr2nd Max,SO2AnnualMean,PM2.598th %ile,PM2.5Wtd.Mean,PM10 24-hr2nd Max,PM10Annual Mean,Lead Max3-Mo. Avg
1990,Iron Mountain MI-WI,0,0,38,7,0.09,0.072,27,14,3,0,0,51,17,0
1990,Jackson MS,7.8,5,0,0,0.1,0.081,0,0,0,0,0,54,28,0
1990,Jackson TN,0,0,0,0,0,0,0,0,0,0,0,50,26,0
1990,Jackson WY-ID,0,0,0,0,0.06,0.054,0,0,0,0,0,0,0,0
1990,Jacksonville FL,9.7,5,57,15,0.11,0.082,599,130,7,0,0,61,35,0
1990,Jamestown-Dunkirk-Fredonia NY,0,0,0,0,0,0,169,65,12,0,0,0,0,0
1990,Janesville-Beloit WI,0,0,0,0,0.09,0.075,0,0,0,0,0,0,0,0
1990,Jasper IN,0,0,0,0,0,0,188,24,7,0,0,0,0,0
1990,Johnstown PA,5.9,3.7,58,18,0.1,0.08,182,46,14,0,0,58,28,0
1990,Jonesboro AR,0,0,0,0,0,0,0,0,0,0,0,62,27,0
1990,Juneau AK,0,0,0,0,0,0,0,0,0,0,0,218,34,0
1990,Kalispell MT,0,0,0,0,0.06,0.053,0,0,0,0,0,109,33,0
1990,Kansas City MO-KS,13.3,6.5,57,15,0.11,0.081,135,38,3,0,0,103,42,0
1990,Kearney NE,0,0,0,0,0,0,0,0,0,0,0,95,39,0
1990,Keene NH,0,0,0,0,0.08,0.074,0,0,0,0,0,51,22,0
1990,Kingsport-Bristol-Bristol TN-VA,7.2,3.4,0,0,0.12,0.1,328,59,13,0,0,60,32,0
1990,Klamath Falls OR,12.8,8.9,0,0,0,0,0,0,0,0,0,236,64,0
1990,Knoxville TN,9.1,5.1,0,0,0.12,0.101,184,45,9,0,0,73,38,0
1990,Lafayette LA,0,0,0,0,0.11,0.081,0,0,0,0,0,0,0,0
1990,Lafayette-West Lafayette IN,4.7,1.4,0,0,0.1,0.089,0,0,0,0,0,0,0,0
1990,La Grande OR,0,0,0,0,0,0,0,0,0,0,0,118,35,0
1990,Lake Charles LA,0,0,0,0,0.13,0.085,65,17,2,0,0,44,21,0
1990,Lakeland-Winter Haven FL,0,0,0,0,0,0,131,22,3,0,0,0,0,0
1990,Lancaster PA,5,3.4,56,17,0.1,0.087,71,28,6,0,0,0,0,0
1990,Lansing-East Lansing MI,0,0,0,0,0.1,0.081,0,0,0,0,0,0,0,0
1990,Las Cruces NM,9.8,6.3,0,0,0.1,0.073,432,92,18,0,0,169,44,0
1990,Las Vegas-Henderson-Paradise NV,17.3,14.2,0,37,0.11,0.079,0,0,0,0,0,162,70,0
1990,Lawton OK,0,0,0,0,0,0,0,0,5,0,0,73,30,0
1990,Lewiston ID-WA,0,0,0,0,0,0,0,0,0,0,0,69,33,0
1990,Lewiston-Auburn ME,0,0,0,0,0,0,77,27,7,0,0,55,26,0
1990,Lexington-Fayette KY,7,3.7,71,17,0.11,0.087,44,20,6,0,0,0,0,0
1990,Lima OH,0,0,0,0,0.1,0.084,44,26,5,0,0,0,0,0
1990,Lincoln IL,0,0,0,0,0.09,0.073,0,0,0,0,0,0,0,0
1990,Lincoln NE,14.9,8.7,0,0,0.07,0.057,0,0,0,0,0,61,29,0
1990,Little Rock-North Little Rock-Conway AR,0,0,52,9,0.1,0.082,23,14,3,0,0,68,33,0
1990,Longview TX,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0
1990,Los Alamos NM,0,0,0,0,0.08,0.067,0,0,0,0,0,0,0,0
1990,Los Angeles-Long Beach-Anaheim CA,23,15.9,240,55,0.27,0.173,40,14,3,0,0,132,55,0
1990,Louisville/Jefferson County KY-IN,27.2,6.5,0,0,0.13,0.091,188,46,12,0,0,71,36,0
1990,Lubbock TX,0,0,0,0,0,0,0,0,0,0,0,61,24,0
1990,Lynchburg VA,0,0,0,0,0.1,0.082,0,0,0,0,0,51,24,0
1990,Macon GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Madera CA,0,0,0,0,0,0,0,0,0,0,0,141,53,0
1990,Madison IN,0,0,0,0,0,0,382,74,12,0,0,0,0,0
1990,Madison WI,7,4.4,0,0,0.09,0.075,61,18,4,0,0,54,23,0
1990,Manchester-Nashua NH,14.8,8.8,0,0,0.1,0.085,100,48,9,0,0,47,20,0
1990,Manitowoc WI,0,0,0,0,0.13,0.101,0,0,0,0,0,0,0,0
1990,Marquette MI,0,0,0,0,0,0,0,0,0,0,0,61,16,0
1990,Martinsville VA,0,0,0,0,0,0,0,0,0,0,0,49,24,0
1990,Mason City IA,0,0,0,0,0,0,0,0,0,0,0,172,38,0
1990,Medford OR,14.3,9.1,0,0,0.09,0.071,0,0,0,0,0,143,47,0
1990,Memphis TN-MS-AR,12.4,8.8,77,23,0.12,0.097,163,40,9,0,0,71,32,0
1990,Merced CA,0,0,0,0,0,0,0,0,0,0,0,153,54,0
1990,Meridian MS,0,0,0,0,0.09,0.076,0,0,0,0,0,0,0,0
1990,Mexico MO,0,0,0,0,0,0,0,0,0,0,0,41,21,0
1990,Miami-Fort Lauderdale-West Palm Beach FL,19.1,6.7,63,16,0.11,0.074,39,8,2,0,0,49,30,0
1990,Michigan City-La Porte IN,0,0,0,0,0,0,103,25,8,0,0,0,0,0
1990,Middlesborough KY,0,0,0,0,0,0,0,0,0,0,0,69,32,0
1990,Midland MI,0,0,33,8,0,0,0,0,0,0,0,71,29,0
1990,Milwaukee-Waukesha-West Allis WI,11,6.4,71,24,0.13,0.094,128,40,7,0,0,94,35,0
1990,Minneapolis-St. Paul-Bloomington MN-WI,14.6,8.3,65,22,0.1,0.069,242,101,9,0,0,144,41,0
1990,Missoula MT,12.5,8.1,0,7,0,0,0,0,0,0,0,109,29,0
1990,Mobile AL,0,0,0,0,0.11,0.087,0,0,0,0,0,64,36,0
1990,Modesto CA,16,10.5,90,26,0.12,0.097,10,1,0,0,0,141,50,0
1990,Monroe LA,0,0,0,0,0,0,0,0,0,0,0,72,31,0
1990,Montgomery AL,0,0,0,0,0.1,0.08,0,0,0,0,0,60,26,0
1990,Morgan City LA,0,0,0,0,0.1,0.077,0,0,0,0,0,0,0,0
1990,Morgantown WV,0,0,0,0,0,0,171,75,13,0,0,0,0,0
1990,Mount Vernon OH,0,0,0,0,0.1,0.085,0,0,0,0,0,0,0,0
1990,Mount Vernon-Anacortes WA,0,0,0,0,0,0,139,96,4,0,0,0,0,0
1990,Muscatine IA,0,0,0,0,0,0,380,120,14,0,0,0,0,0
1990,Muskegon MI,0,0,0,0,0.13,0.099,0,0,0,0,0,0,0,0
1990,Myrtle Beach-Conway-North Myrtle Beach SC-NC,0,0,0,0,0,0,0,0,0,0,0,46,22,0
1990,Napa CA,8,5.8,60,17,0.09,0.061,0,0,0,0,0,104,34,0
1990,Nashville-Davidson--Murfreesboro--Franklin TN,9.5,7.7,60,11,0.13,0.102,370,107,16,0,0,95,39,0
1990,Natchez MS-LA,0,0,0,0,0.08,0.07,0,0,0,0,0,0,0,0
1990,New Castle PA,7,4.4,55,20,0.1,0.081,118,45,11,0,0,75,34,0
1990,New Haven-Milford CT,9.9,6.8,83,27,0.16,0.121,116,56,14,0,0,157,41,0
1990,New Orleans-Metairie LA,10.3,5.5,75,20,0.11,0.084,46,13,3,0,0,55,29,0
1990,New Philadelphia-Dover OH,0,0,0,0,0,0,183,65,15,0,0,0,0,0
1990,New York-Newark-Jersey City NY-NJ-PA,15,10.8,118,46,0.18,0.126,154,63,18,0,0,94,45,0
1990,North Port-Sarasota-Bradenton FL,10.2,6.2,0,0,0.1,0.081,0,0,0,0,0,0,0,0
1990,Norwalk OH,0,0,0,0,0.09,0.081,0,0,0,0,0,0,0,0
1990,Norwich-New London CT,0,0,0,0,0.16,0.105,79,29,8,0,0,48,21,0
1990,Ogden-Clearfield UT,22.4,9.9,0,0,0.12,0.085,122,33,6,0,0,81,29,0
1990,Oklahoma City OK,10,7.3,55,15,0.11,0.086,21,19,4,0,0,59,29,0
1990,Olympia-Tumwater WA,0,0,0,0,0,0,0,0,0,0,0,86,24,0
1990,Omaha-Council Bluffs NE-IA,8.9,7,0,0,0.08,0.074,24,6,1,0,0,109,44,0
1990,Orlando-Kissimmee-Sanford FL,9.9,4.7,63,12,0.12,0.082,22,11,1,0,0,55,32,0
1990,Oshkosh-Neenah WI,0,0,0,0,0.08,0.07,0,0,0,0,0,0,0,0
1990,Ottawa-Peru IL,0,0,0,0,0,0,0,0,0,0,0,167,51,0
1990,Owensboro KY,9.3,5.4,46,11,0.13,0.103,188,38,8,0,0,69,28,0
1990,Oxford NC,0,0,0,0,0.1,0.083,0,0,0,0,0,0,0,0
1990,Oxnard-Thousand Oaks-Ventura CA,10,4.4,90,25,0.15,0.118,10,4,0,0,0,82,36,0
1990,Paducah KY-IL,5.6,3.6,62,16,0.1,0.082,185,29,6,0,0,0,0,0
1990,Palatka FL,0,0,0,0,0,0,74,12,4,0,0,0,0,0
1990,Palm Bay-Melbourne-Titusville FL,0,0,0,0,0.09,0.076,0,0,0,0,0,0,0,0
1990,Parkersburg-Vienna WV,0,0,0,0,0.11,0.083,0,0,0,0,0,0,0,0
1990,Pensacola-Ferry Pass-Brent FL,0,0,0,0,0.12,0.097,314,78,8,0,0,0,0,0
1990,Peoria IL,11.1,7.4,0,0,0.09,0.075,290,67,8,0,0,72,27,0
1990,Philadelphia-Camden-Wilmington PA-NJ-DE-MD,12.6,6.8,100,35,0.14,0.114,140,62,16,0,0,87,38,0
1990,Phoenix-Mesa-Scottsdale AZ,12.8,10,0,0,0.12,0.088,270,38,5,0,0,93,47,0
1990,Pine Bluff AR,0,0,0,0,0,0,0,0,0,0,0,47,21,0
1990,Pittsburgh PA,11,8.1,92,31,0.11,0.087,444,171,28,0,0,191,43,0
1990,Pocatello ID,0,0,0,0,0,0,103,39,9,0,0,165,46,0
1990,Ponca City OK,0,0,0,0,0,0,245,101,15,0,0,0,0,0
1990,Pontiac IL,0,0,0,0,0.08,0.07,0,0,0,0,0,0,0,0
1990,Port Angeles WA,0,0,0,0,0.06,0.046,250,60,10,0,0,51,28,0
1990,Portland-South Portland ME,0,0,0,17,0.15,0.106,65,34,9,0,0,48,23,0
1990,Portland-Vancouver-Hillsboro OR-WA,15.5,10.8,0,0,0.15,0.105,48,19,6,0,0,80,27,0
1990,Portsmouth OH,0,0,0,0,0,0,114,45,7,0,0,86,36,0
1990,Pottsville PA,2.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0
1990,Prescott AZ,0,0,0,0,0,0,0,0,0,0,0,38,17,0
1990,Providence-Warwick RI-MA,10.4,7.3,70,24,0.14,0.106,237,49,12,0,0,78,38,0
1990,Provo-Orem UT,24.5,16.2,0,0,0,0.07,0,0,0,0,0,112,33,0
1990,Quincy IL-MO,0,0,0,0,0.09,0.066,131,29,4,0,0,51,27,0
1990,Racine WI,7.9,5.5,0,0,0.11,0.086,0,0,0,0,0,0,0,0
1990,Raleigh NC,14.8,8.7,0,14,0.12,0.093,19,8,2,0,0,47,27,0
1990,Rapid City SD,0,0,0,0,0,0,0,0,0,0,0,96,51,0
1990,Reading PA,12.4,6.4,69,22,0.11,0.093,91,31,9,0,0,61,26,0
1990,Red Bluff CA,0,0,0,0,0,0,0,0,0,0,0,63,30,0
1990,Redding CA,4,2.3,0,0,0.09,0.078,0,0,0,0,0,59,25,0
1990,Reno NV,15.8,11.1,0,0,0.14,0.089,0,0,0,0,0,164,49,0
1990,Richmond VA,9.8,5.4,77,23,0.12,0.088,191,78,12,0,0,68,28,0
1990,Richmond-Berea KY,0,0,0,0,0,0,0,0,0,0,0,60,26,0
1990,Riverside-San Bernardino-Ontario CA,15,7.3,140,41,0.3,0.176,10,4,0,0,0,278,79,0
1990,Riverton WY,0,0,0,0,0,0,0,0,0,0,0,124,28,0
1990,Roanoke VA,3.8,1.8,50,13,0.09,0.075,30,18,4,0,0,74,40,0
1990,Rochester MN,9.8,6.1,0,0,0,0,68,29,4,0,0,89,27,0
1990,Rochester NY,10.1,3.8,0,0,0.11,0.087,153,51,14,0,0,47,21,0
1990,Rockford IL,13,6.5,0,0,0.09,0.072,0,0,0,0,0,54,25,0
1990,Rockland ME,0,0,0,0,0,0,0,0,0,0,0,45,16,0
1990,Rock Springs WY,0,0,0,0,0,0,0,0,0,0,0,67,27,0
1990,Rocky Mount NC,0,0,0,0,0.1,0.084,18,10,2,0,0,0,0,0
1990,Rome GA,0,0,0,0,0,0,157,26,5,0,0,0,0,0
1990,Russellville AR,0,0,0,0,0,0,0,0,0,0,0,51,22,0
1990,Rutland VT,6.8,4.4,0,14,0,0,0,0,0,0,0,59,25,0
1990,Sacramento--Roseville--Arden-Arcade CA,18,12.6,80,23,0.15,0.117,30,12,6,0,0,116,43,0
1990,Safford AZ,0,0,0,0,0,0,0,0,0,0,0,57,27,0
1990,Saginaw MI,7.2,3.3,0,0,0,0,0,0,0,0,0,53,25,0
1990,St. Cloud MN,10.2,5.6,0,0,0,0,0,0,0,0,0,98,25,0
1990,St. Joseph MO-KS,0,0,0,0,0,0,0,0,0,0,0,104,40,0
1990,St. Louis MO-IL,14.4,7,69,26,0.13,0.095,233,60,15,0,0,164,82,0
1990,Salem OH,0,0,0,0,0,0,250,67,22,0,0,78,36,0
1990,Salem OR,11.6,7.8,0,0,0,0,0,0,0,0,0,0,0,0
1990,Salinas CA,5,2.5,50,12,0.09,0.066,0,0,0,0,0,49,23,0
1990,Salisbury MD-DE,0,0,0,0,0.12,0.099,0,0,0,0,0,0,0,0
1990,Salt Lake City UT,13.3,7,0,0,0.11,0.074,363,80,18,0,0,117,33,0
1990,San Antonio-New Braunfels TX,11.2,4.8,0,0,0.1,0,0,0,0,0,0,55,28,0
1990,San Diego-Carlsbad CA,15,8.1,130,29,0.17,0.128,40,15,4,0,0,70,37,0
1990,Sandpoint ID,0,0,0,0,0,0,0,0,0,0,0,192,38,0
1990,San Francisco-Oakland-Hayward CA,12,6.6,100,23,0.12,0.087,40,14,2,0,0,93,34,0
1990,San Jose-Sunnyvale-Santa Clara CA,17,11,0,27,0.12,0.083,0,0,0,0,0,138,40,0
1990,San Juan-Carolina-Caguas PR,10.8,6.4,0,0,0.07,0.043,77,28,2,0,0,66,31,0
1990,San Luis Obispo-Paso Robles-Arroyo Grande CA,9,3.9,50,14,0.1,0.081,110,18,3,0,0,81,31,0
1990,Santa Cruz-Watsonville CA,1,1,0,7,0.08,0.06,10,3,0,0,0,47,24,0
1990,Santa Fe NM,8.1,3.5,0,0,0,0,0,0,0,0,0,54,16,0
1990,Santa Maria-Santa Barbara CA,10,5.6,70,22,0.15,0.1,33,10,1,0,0,82,37,0
1990,Santa Rosa CA,7,4.3,70,14,0.07,0.048,0,0,0,0,0,56,22,0
1990,Savannah GA,0,0,0,0,0,0,34,8,2,0,0,79,39,0
1990,Scottsbluff NE,0,0,0,0,0,0,0,0,0,0,0,58,28,0
1990,Scottsboro AL,0,0,0,0,0,0,124,29,5,0,0,49,24,0
1990,Scranton--Wilkes-Barre--Hazleton PA,8,5.3,71,20,0.11,0.094,79,52,10,0,0,63,24,0
1990,Searcy AR,0,0,0,0,0,0,0,0,0,0,0,65,26,0
1990,Seattle-Tacoma-Bellevue WA,12.9,9.6,0,0,0.13,0.093,89,30,9,0,0,140,36,0
1990,Seneca SC,0,0,0,0,0.09,0.076,0,0,0,0,0,0,0,0
1990,Sheboygan WI,0,0,0,0,0.11,0.083,119,32,4,0,0,0,0,0
1990,Sheridan WY,0,0,0,0,0,0,0,0,0,0,0,102,41,0
1990,Shreveport-Bossier City LA,0,0,0,0,0.12,0.095,31,6,1,0,0,55,28,0
1990,Sierra Vista-Douglas AZ,0,0,0,0,0.09,0.068,0,0,0,0,0,0,0,0
1990,Silver City NM,0,0,0,0,0,0,259,41,5,0,0,66,28,0
1990,Sioux City IA-NE-SD,0,0,0,0,0,0,0,0,0,0,0,68,27,0
1990,Sioux Falls SD,0,0,0,0,0,0,0,0,0,0,0,45,20,0
1990,South Bend-Mishawaka IN-MI,6.7,3.3,0,0,0.1,0.081,106,24,6,0,0,82,29,0
1990,Spartanburg SC,0,0,0,0,0.1,0.083,0,0,0,0,0,0,0,0
1990,Spokane-Spokane Valley WA,19.1,11.5,0,0,0.07,0.057,0,0,0,0,0,268,48,0
1990,Springfield IL,9.5,4.4,0,0,0.1,0.081,0,0,0,0,0,66,25,0
1990,Springfield MA,9.3,7,80,26,0.13,0.105,150,46,12,0,0,74,29,0
1990,Springfield MO,13.8,7.2,51,7,0.08,0.061,273,89,7,0,0,44,23,0
1990,Springfield OH,0,0,0,0,0.12,0.094,60,24,6,0,0,0,0,0
1990,Staunton-Waynesboro VA,0,0,0,0,0.1,0.079,42,18,5,0,0,0,0,0
1990,Steamboat Springs CO,0,0,0,0,0,0,0,0,0,0,0,162,37,0
1990,Stockton-Lodi CA,17,10.9,100,26,0.12,0.088,0,0,0,0,0,138,51,0
1990,Syracuse NY,18.8,6.8,0,0,0.11,0.084,34,20,4,0,0,77,33,0
1990,Talladega-Sylacauga AL,0,0,0,0,0,0,0,0,0,0,0,86,37,0
1990,Tampa-St. Petersburg-Clearwater FL,10,5.7,63,13,0.11,0.083,238,39,9,0,0,50,31,0
1990,Terre Haute IN,0,0,0,0,0.11,0.087,321,42,11,0,0,108,36,0
1990,Texarkana TX-AR,0,0,0,0,0,0,0,0,0,0,0,48,24,0
1990,Toledo OH,7.7,5.9,0,0,0.1,0.083,101,35,7,0,0,58,26,0
1990,Topeka KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Torrington CT,0,0,0,0,0,0,0,0,0,0,0,47,19,0
1990,Trenton NJ,6,4.4,0,0,0.14,0.105,63,43,9,0,0,68,29,0
1990,Troy AL,0,0,0,0,0,0,0,0,0,0,0,61,25,0
1990,Tucson AZ,11.7,6.5,74,22,0.1,0.078,19,8,2,0,0,108,38,0
1990,Tulsa OK,8.6,5.7,60,15,0.12,0.093,136,56,12,0,0,79,27,0
1990,Tupelo MS,0,0,0,0,0.1,0.083,0,0,0,0,0,0,0,0
1990,Tuscaloosa AL,0,0,0,0,0,0,0,0,0,0,0,70,32,0
1990,Ukiah CA,0,0,0,0,0,0,0,0,0,0,0,60,24,0
1990,Urban Honolulu HI,6.3,3.3,0,0,0.05,0.034,0,0,0,0,0,52,28,0
1990,Utica-Rome NY,0,0,0,0,0.1,0.086,0,0,0,0,0,0,0,0
1990,Vallejo-Fairfield CA,11,7.9,70,18,0.1,0.073,40,10,1,0,0,0,0,0
1990,Vicksburg MS,0,0,0,0,0.1,0.075,0,0,0,0,0,0,0,0
1990,Vincennes IN,0,0,0,0,0,0,160,41,14,0,0,0,0,0
1990,Vineland-Bridgeton NJ,0,0,0,0,0.13,0.11,46,24,7,0,0,0,0,0
1990,Virginia Beach-Norfolk-Newport News VA-NC,8.9,5.2,69,19,0.11,0.089,89,26,8,0,0,67,28,0
1990,Visalia-Porterville CA,11,5.7,90,21,0.12,0.102,0,0,0,0,0,207,80,0
1990,Walla Walla WA,0,0,0,0,0,0,0,0,0,0,0,72,32,0
1990,Walterboro SC,0,0,0,0,0.1,0.083,0,0,0,0,0,0,0,0
1990,Warren PA,0,0,0,0,0,0,131,41,11,0,0,0,0,0
1990,Washington IN,0,0,0,0,0,0,279,64,13,0,0,0,0,0
1990,Washington NC,0,0,0,0,0,0,61,17,3,0,0,0,0,0
1990,Washington-Arlington-Alexandria DC-VA-MD-WV,13.7,7.9,109,29,0.13,0.1,100,36,15,0,0,78,34,0
1990,Watertown-Fort Atkinson WI,0,0,0,0,0.1,0.074,0,0,0,0,0,0,0,0
1990,Watertown-Fort Drum NY,0,0,0,0,0.09,0.077,0,0,0,0,0,0,0,0
1990,Wausau WI,0,0,0,0,0,0,235,47,9,0,0,0,0,0
1990,Weirton-Steubenville WV-OH,40,20.5,67,20,0.09,0.075,486,131,39,0,0,135,43,0
1990,Wheeling WV-OH,11.9,7.1,0,0,0.11,0.08,190,66,16,0,0,95,30,0
1990,Whitewater-Elkhorn WI,0,0,0,0,0.09,0.077,0,0,0,0,0,0,0,0
1990,Wichita KS,11,6.5,0,0,0.1,0.081,0,0,0,0,0,64,28,0
1990,Williamsport PA,0,0,0,0,0.09,0.071,47,25,6,0,0,60,26,0
1990,Williston ND,0,0,0,0,0,0,0,87,8,0,0,0,0,0
1990,Wilmington NC,0,0,0,0,0.09,0.082,0,0,0,0,0,61,28,0
1990,Wilmington OH,0,0,0,0,0.11,0.094,0,0,0,0,0,0,0,0
1990,Winchester VA-WV,0,0,0,0,0,0,0,0,0,0,0,54,26,0
1990,Winston-Salem NC,10.9,6.8,61,17,0.12,0.087,71,23,7,0,0,60,33,0
1990,Worcester MA-CT,10,6,66,22,0.12,0.084,70,34,8,0,0,49,23,0
1990,Yakima WA,11.3,7.4,0,0,0,0,0,0,0,0,0,101,34,0
1990,York-Hanover PA,9.6,4.4,81,22,0.12,0.097,109,23,6,0,0,63,30,0
1990,Youngstown-Warren-Boardman OH-PA,0,0,0,0,0.1,0.087,100,40,10,0,0,85,33,0
1990,Yuba City CA,0,0,0,0,0.11,0.076,0,0,0,0,0,88,40,0
1995,Adrian MI,0,0,0,0,0.11,0.089,0,0,0,0,0,0,0,0
1995,Akron OH,6.5,3.7,0,0,0.12,0.092,123,46,9,0,0,70,26,0
1995,Albany GA,0,0,0,0,0,0,35,7,1,0,0,0,0,0
1995,Albany-Schenectady-Troy NY,6.9,4.3,54,14,0.11,0.081,32,16,5,0,0,52,21,0
1995,Albuquerque NM,11,7.6,67,18,0.1,0.077,0,0,0,0,0,112,35,0
1995,Alexandria LA,0,0,0,0,0.1,0.082,0,0,0,0,0,45,22,0
1995,Allentown-Bethlehem-Easton PA-NJ,7.3,4.8,70,22,0.12,0.104,67,28,10,0,0,70,26,0
1995,Altoona PA,3.1,1.7,48,13,0.11,0.091,70,37,8,0,0,0,0,0
1995,Anchorage AK,16.1,8.4,0,0,0,0,0,0,0,0,0,192,38,0
1995,Ann Arbor MI,0,0,0,0,0.11,0.084,0,0,0,0,0,0,0,0
1995,Anniston-Oxford-Jacksonville AL,0,0,0,0,0,0,0,0,0,0,0,62,23,0
1995,Appleton WI,0,0,0,0,0.11,0.084,0,0,0,0,0,0,0,0
1995,Asheville NC,0,0,0,0,0.1,0.085,0,0,0,0,0,71,24,0
1995,Ashtabula OH,0,0,0,0,0.1,0.092,52,19,4,0,0,0,0,0
1995,Athens OH,0,0,0,0,0,0,0,0,0,0,0,46,20,0
1995,Athens TN,0,0,47,13,0,0,78,26,7,0,0,65,37,0
1995,Athens-Clarke County GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Atlanta-Sandy Springs-Roswell GA,16.3,5.2,79,19,0.15,0.118,143,21,4,0,0,58,33,0
1995,Atlantic City-Hammonton NJ,18.8,4.7,0,0,0.12,0.1,28,11,3,0,0,66,32,0
1995,Auburn IN,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0
1995,Augusta-Richmond County GA-SC,0,0,0,4,0.12,0.087,0,0,0,0,0,0,0,0
1995,Augusta-Waterville ME,0,0,0,0,0.09,0.073,0,0,0,0,0,83,21,0
1995,Austin-Round Rock TX,6.7,3.5,0,21,0.11,0.089,0,0,0,0,0,41,23,0
1995,Bakersfield CA,7.2,4.9,92,29,0.17,0.123,18,11,3,0,0,131,58,0
1995,Baltimore-Columbia-Towson MD,10.7,5.8,66,26,0.15,0.114,84,24,8,0,0,73,32,0
1995,Bangor ME,0,0,0,0,0.1,0.078,51,21,3,0,0,92,22,0
1995,Baraboo WI,0,0,0,0,0.1,0.078,0,0,0,0,0,0,0,0
1995,Barnstable Town MA,0,0,0,0,0.13,0.105,0,0,0,0,0,0,0,0
1995,Barre VT,0,0,0,0,0,0,0,0,0,0,0,42,19,0
1995,Baton Rouge LA,6,4,59,18,0.13,0.101,136,33,6,0,0,58,29,0
1995,Battle Creek MI,0,0,0,0,0,0,0,0,0,0,0,55,26,0
1995,Beaumont-Port Arthur TX,2.8,1.7,49,10,0.15,0.105,124,31,5,0,0,56,20,0
1995,Beaver Dam WI,0,0,0,0,0.09,0.08,0,0,0,0,0,0,0,0
1995,Beckley WV,0,0,0,0,0,0,0,0,0,0,0,57,27,0
1995,Bellefontaine OH,0,0,0,0,0.11,0.087,0,0,0,0,0,0,0,0
1995,Bellingham WA,0,0,0,0,0.08,0.054,39,18,6,0,0,43,16,0
1995,Bend-Redmond OR,10.9,6.9,0,0,0,0,0,0,0,0,0,82,31,0
1995,Bennington VT,0,0,0,0,0.09,0.078,0,0,0,0,0,39,17,0
1995,Berlin NH-VT,0,0,0,0,0,0,127,36,6,0,0,0,0,0
1995,Big Stone Gap VA,0,0,0,0,0,0,0,0,0,0,0,49,23,0
1995,Billings MT,13.6,6.6,0,0,0,0,288,80,15,0,0,35,20,0
1995,Binghamton NY,0,0,0,0,0,0,0,0,0,0,0,43,19,0
1995,Birmingham-Hoover AL,10.2,6.7,0,12,0.13,0.106,65,16,6,0,0,95,34,0
1995,Bishop CA,4,1.8,0,0,0,0,0,0,0,0,0,268,29,0
1995,Bismarck ND,0,0,0,2,0.06,0.057,69,16,2,0,0,0,0,0
1995,Bluefield WV-VA,0,0,0,0,0,0,0,0,0,0,0,47,22,0
1995,Boise City ID,21.4,6.4,0,0,0,0,0,0,0,0,0,95,40,0
1995,Boston-Cambridge-Newton MA-NH,12.9,7.8,70,31,0.13,0.098,87,40,7,0,0,52,26,0
1995,Boulder CO,10.3,5.2,0,0,0.1,0.072,0,0,0,0,0,61,20,0
1995,Bowling Green KY,0,0,0,0,0.12,0.088,0,0,0,0,0,51,24,0
1995,Branson MO,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1995,Bremerton-Silverdale WA,8.1,5,0,0,0,0,0,0,0,0,0,65,20,0
1995,Bridgeport-Stamford-Norwalk CT,7.6,5.4,82,24,0.14,0.115,56,34,11,0,0,76,32,0
1995,Brookings SD,0,0,0,0,0,0,0,0,0,0,0,63,24,0
1995,Brownsville TN,0,0,0,0,0.1,0.081,0,0,0,0,0,0,0,0
1995,Brownsville-Harlingen TX,4.5,2.6,0,0,0.08,0,0,0,0,0,0,49,24,0
1995,Brunswick GA,0,0,0,0,0,0,27,6,2,0,0,0,0,0
1995,Buffalo-Cheektowaga-Niagara Falls NY,6.1,3.1,73,21,0.11,0.094,211,51,9,0,0,47,20,0
1995,Burley ID,0,0,0,0,0,0,0,0,0,0,0,49,22,0
1995,Burlington-South Burlington VT,5.6,2.5,57,17,0.09,0.074,9,6,2,0,0,45,21,0
1995,Butte-Silver Bow MT,0,0,0,0,0,0,0,0,0,0,0,83,23,0
1995,Camden AR,0,0,0,0,0,0,0,0,0,0,0,45,21,0
1995,Canton-Massillon OH,5.9,3,0,0,0.12,0.098,64,33,6,0,0,66,31,0
1995,Cape Coral-Fort Myers FL,0,0,0,0,0.09,0.068,0,0,0,0,0,30,16,0
1995,Carbondale-Marion IL,0,0,0,0,0,0,0,0,0,0,0,53,24,0
1995,Carlsbad-Artesia NM,0,0,33,5,0,0,51,6,1,0,0,0,0,0
1995,Carson City NV,0,0,0,0,0,0,0,0,0,0,0,42,21,0
1995,Casper WY,0,0,0,0,0,0,0,0,0,0,0,42,19,0
1995,Cedar City UT,0,0,0,0,0,0,0,0,0,0,0,34,19,0
1995,Cedar Rapids IA,5.6,2.6,0,0,0.08,0.065,147,39,4,0,0,62,26,0
1995,Central City KY,0,0,0,0,0,0,142,35,5,0,0,0,0,0
1995,Champaign-Urbana IL,0,0,0,0,0.1,0.084,42,11,3,0,0,50,22,0
